time,open,high,low,close,Volume,Volume MA
1421971200,234.7,236.98,225.13,233.12,39717,68428.29999999997
1422057600,233.37,249.77,229.03,248.66,40072,66369.24999999997
1422144000,248.94,259.39,245,254.73,54021,66527.69999999998
1422230400,254.72,315,254.65,276.01,205977,75020.29999999997
1422316800,276.01,280.37,250,265.09,81704,77554.84999999998
1422403200,265.55,269.97,226.35,234.5,87030,80273.09999999998
1422489600,234.49,239.33,220,233.01,60122,81838.44999999998
1422576000,233.7,243.89,224.22,226.44,51247,83149.29999999997
1422662400,226.45,234.03,213.1,215.8,48937,84455.44999999998
1422748800,215.91,233.32,211.02,226.92,55668,86169.04999999997
1422835200,226.86,247.5,222.5,238.99,52345,81262.79999999997
1422921600,238.86,248.42,222.66,227.96,81387,71854.44999999998
1423008000,227.81,233,220.23,227.78,44317,64852.199999999975
1423094400,227.78,228.8,210.12,216.47,37845,62729.09999999998
1423180800,216.43,225.88,215,222.65,35650,62066.24999999998
1423267200,222.66,239.78,222.66,228.8,35452,60560.09999999998
1423353600,228.8,232.9,221.1,223.85,26112,60244.049999999974
1423440000,224.13,225.98,215.33,220.48,48184,60045.64999999998
1423526400,220.48,223.88,214,220.87,29271,58619.99999999998
1423612800,220.75,224.4,218.1,219.8,19268,56716.299999999974
1423699200,219.8,223.2,217.8,222.55,19986,55729.74999999998
1423785600,222.39,242.5,221.46,236.13,68316,57141.949999999975
1423872000,235.8,261.3,235.51,257,80569,58469.34999999998
1423958400,257.01,268.54,228.2,235.88,103149,53327.949999999975
1424044800,235.34,243.65,228.62,233.5,47222,51603.84999999998
1424131200,233.5,246.28,231.5,244,36237,49064.199999999975
1424217600,243.82,244.99,231.01,236.27,39360,48026.09999999998
1424304000,236.26,243.42,234.97,240,23842,46655.84999999998
1424390400,240.2,248.98,238.95,244.5,30939,45755.949999999975
1424476800,244.51,247.73,243.28,245.54,16167,43780.89999999998
1424563200,245.53,247.78,232.1,236.5,33551,42841.199999999975
1424649600,236.5,241,232.61,239.4,23840,39963.84999999998
1424736000,239.33,240.99,236.7,239.73,16619,38578.949999999975
1424822400,239.95,240.83,235.53,237.99,13536,37363.49999999998
1424908800,237.98,238.33,233.62,236.93,18681,36515.049999999974
1424995200,236.93,262.8,236.64,255.05,69838,38234.34999999998
1425081600,255.06,257.4,251.25,255.7,17273,37792.39999999998
1425168000,255.7,266.91,245.65,262.4,47595,37762.949999999975
1425254400,262.47,279.61,258.98,277.41,67178,39658.299999999974
1425340800,277.3,294,267.04,283.75,81236,42756.699999999975
1425427200,283.8,285.99,267,273.33,71525,45333.64999999998
1425513600,272.92,284.99,262,277.69,66099,45222.799999999974
1425600000,277.69,279.75,268.8,273.36,40272,43207.949999999975
1425686400,273.27,280.76,270.55,276.97,22806,39190.799999999974
1425772800,276.98,278.68,271.61,275.59,13836,37521.49999999998
1425859200,275.58,295,275.01,291,62908.3776797,38855.068883984975
1425945600,291,303.96,289.03,292.62,67389.78219471,40256.557993720475
